fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date
733,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,My Choice Stable Fund,我的平穩基金,,2010-07-28
801,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BCOM Age 65 Plus Fund,交通銀行65歲後基金,,2017-04-01
802,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BCOM Asian Dynamic Equity (CF) Fund,交通銀行亞洲動力股票成分基金,,2006-10-25
803,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BCOM Balanced (CF) Fund,交通銀行均衡成分基金,,2006-01-10
804,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,BCOM China Dynamic Equity (CF) Fund,交通銀行中國動力股票成分基金,,2008-06-01
805,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BCOM Core Accumulation Fund,交通銀行核心累積基金,,2017-04-01
806,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,BCOM Dynamic Growth (CF) Fund,交通銀行動力增長成分基金,,2006-10-25
807,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BCOM Global Bond (CF) Fund,交通銀行環球債券成分基金,,2010-11-15
808,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BCOM Greater China Equity (CF) Fund,交通銀行大中華股票成分基金,,2010-11-15
809,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,GUAR,Guaranteed Fund,保證基金,BCOM Guaranteed (CF) Fund,交通銀行保證回報成分基金,,2000-12-01
810,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,BCOM Hong Kong Dynamic Equity (CF) Fund,交通銀行香港動力股票成分基金,,2007-10-17
811,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BCOM HSI ESG Tracking (CF) Fund,交通銀行恒指ESG成分基金,,2009-09-30
812,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BCOM MPF Conservative Fund,交通銀行強積金保守基金,,2000-12-01
813,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,BCOM North American Equity (CF) Fund,交通銀行北美股票成分基金,,2023-02-01
814,BCOM,BCOM,交銀,JR,BCOM Joyful Retirement MPF Scheme,交通銀行愉盈退休強積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BCOM Stable Growth (CF) Fund,交通銀行平穩增長成分基金,,2006-01-10
1001,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,China Life Age 65 Plus Fund,中國人壽65歲後基金,,2017-04-01
1002,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,China Life Balanced Fund,中國人壽平衡基金,,2000-12-01
1003,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,China Life Core Accumulation Fund,中國人壽核心累積基金,,2017-04-01
1004,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,China Life Greater China Equity Fund,中國人壽大中華股票基金,,2021-12-13
1005,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,China Life Growth Fund,中國人壽增長基金,,2000-12-01
1006,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,China Life Hong Kong Equity Fund,中國人壽香港股票基金,,2011-12-23
1007,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,GUAR,Guaranteed Fund,保證基金,China Life Joyful Retirement Guaranteed Fund,中國人壽樂安心保證基金,,2007-10-01
1008,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,China Life MPF Conservative Fund,中國人壽強積金保守基金,,2000-12-01
1009,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,China Life Retire-Easy Global Equity Fund,中國人壽樂休閒環球股票基金,,2007-10-01
1010,CHNL,China Life,國壽,CL,China Life MPF Master Trust Scheme,中國人壽強積金集成信託計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,China Life US Equity Fund,中國人壽美國股票基金,,2021-12-13
1101,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Age 65 Plus Fund,65 歲後基金,,2017-04-01
1102,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,BOND_ASIA,Bond Fund - Asia Bond Fund,債券基金 - 亞洲債券基金,Asian Bond Fund,亞洲債券基金,,2003-03-17
1103,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Asian Pacific Equity Fund,亞太股票基金,,2007-03-19
1104,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Core Accumulation Fund,核心累積基金,,2017-04-01
1105,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,European Equity Fund,歐洲股票基金,,2007-03-19
1106,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Global Bond Fund,環球債券基金,,2003-03-17
1107,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Global Equity Fund,環球證券基金,,2003-03-17
1108,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Global Growth Fund,環球增值基金,,2000-12-01
1109,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Global Stable Fund,環球均衡基金,,2000-12-01
1110,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Greater China Equity Fund,大中華股票基金,,2011-05-01
1111,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,GUAR,Guaranteed Fund,保證基金,Guaranteed Fund,保證基金,,2006-01-20
1112,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Hong Kong Equities Fund,香港股票基金,,2007-03-19
1113,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,MPF Conservative Fund,強積金保守基金,,2000-12-01
1114,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,US Equity Fund,美國股票基金,,2007-03-19
1201,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,AMTD Invesco MPF Conservative Fund,AMTD 景順強積金保守基金,,2009-07-10
1202,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,AMTD Invesco Global Bond Fund,AMTD 景順環球債券基金,,2009-07-10
1203,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,AMTD Invesco Asia Fund,AMTD 景順亞洲基金,,2009-07-10
1204,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,AMTD Invesco Europe Fund,AMTD 景順歐洲基金,,2009-07-10
1205,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,AMTD Invesco Hong Kong and China Fund,AMTD 景順香港中國基金,,2009-07-10
1206,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,AMTD Invesco Target Retirement Now Fund,AMTD景順目標現在退休基金,,2009-07-10
1207,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,AMTD Invesco Target 2028 Retirement Fund,AMTD 景順目標2028退休基金,,2009-07-10
1208,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,AMTD Invesco Target 2038 Retirement Fund,AMTD 景順目標2038退休基金,,2009-07-10
1209,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,AMTD Invesco Target 2048 Retirement Fund,AMTD 景順目標2048退休基金,,2009-07-10
1210,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,AMTD Invesco Core Accumulation Fund,AMTD 景順核心累積基金,,2017-04-01
1211,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,AMTD Invesco Age 65 Plus Fund,AMTD 景順65歲後基金,,2017-04-01
1212,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,AMTD Allianz Choice Dynamic Allocation Fund,AMTD 安聯精選靈活資產基金,,2009-07-10
1213,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,AMTD Allianz Choice Capital Stable Fund,AMTD 安聯精選穩定資本基金,,2009-07-10
1214,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,AMTD Allianz Choice Stable Growth Fund,AMTD 安聯精選穩定增長基金,,2009-07-10
1215,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,AMTD Allianz Choice Balanced Fund,AMTD 安聯精選均衡基金,,2009-07-10
1216,BCT,BCT,銀聯,AM,AMTD MPF Scheme,AMTD強積金計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,AMTD Allianz Choice Growth Fund,AMTD 安聯精選增長基金,,2009-07-10
