scheme,constituent_fund,mpf_trustee,fund_type,launch_date,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,scheme_tc,constituent_fund_tc,mpf_trustee_tc,fund_type_tc,scheme_sc,constituent_fund_sc,mpf_trustee_sc,fund_type_sc,fund_code
Principal MPF Scheme Series 800,Principal MPF Conservative Fund - Class N,PRIN,Money Market Fund - MPF Conservative Fund,2000-12-01,"5,629.20",1,0.98436,2.30,3.47,3.42,0.16,0.00,信安強積金計劃800系列,信安強積金保守基金 - N類單位,信安（亞洲）,貨幣市場基金 — 強積金保守基金,信安强积金计划800系列,"信安强积金保守基金
 - N类单位",信安（亚洲）,货币市场基金 — 强积金保守基金,PRIN-S8-CVFDDN
Principal MPF Scheme Series 800,Principal Stable Yield Fund - Class D,PRIN,Mixed Assets Fund - 21% to 40% Equity,2000-12-01,107.54,4,1.31662,12.30,1.34,5.93,-15.96,-1.78,信安強積金計劃800系列,信安平穩回報基金 - D類單位,信安（亞洲）,混合資產基金 - 21% 至 40% 股票,信安强积金计划800系列,"信安平稳回报基金
 - D类单位",信安（亚洲）,混合资产基金 - 21% to 40% 股票,PRIN-S8-STYLFD
Principal MPF Scheme Series 800,Principal Stable Yield Fund - Class I,PRIN,Mixed Assets Fund - 21% to 40% Equity,2000-12-01,"2,146.46",4,1.51665,12.16,1.14,5.71,-16.13,-1.97,信安強積金計劃800系列,信安平穩回報基金 - I類單位,信安（亞洲）,混合資產基金 - 21% 至 40% 股票,信安强积金计划800系列,"信安平稳回报基金
 - I类单位",信安（亚洲）,混合资产基金 - 21% to 40% 股票,PRIN-S8-STYLFI
Principal MPF Scheme Series 800,Principal US Equity Fund - Class D,PRIN,Equity Fund - United States Equity Fund,2000-12-01,313.82,5,1.28578,15.32,22.14,23.72,-19.20,26.96,信安強積金計劃800系列,信安美國股票基金 - D類單位,信安（亞洲）,股票基金 - 美國股票基金,信安强积金计划800系列,"信安美国股票基金
 - D类单位",信安（亚洲）,股票基金 - 美国股票基金,PRIN-S8-USEQFD
Principal MPF Scheme Series 800,Principal US Equity Fund - Class I,PRIN,Equity Fund - United States Equity Fund,2000-12-01,"6,136.01",5,1.47591,15.19,21.91,23.48,-19.35,26.73,信安強積金計劃800系列,信安美國股票基金 - I類單位,信安（亞洲）,股票基金 - 美國股票基金,信安强积金计划800系列,"信安美国股票基金
 - I类单位",信安（亚洲）,股票基金 - 美国股票基金,PRIN-S8-USEQFI
SHKP MPF Employer Sponsored Scheme,Allianz Choice Balanced Fund,SCT,Mixed Assets Fund - 61% to 80% Equity,2010-03-19,917.19,5,0.98849,21.09,8.26,5.39,-15.46,2.42,新地強積金僱主營辦計劃,安聯精選均衡基金,渣打信托,混合資產基金 - 61% 至 80% 股票,新地强积金雇主营办计划,"安联精选均衡基金
",渣打信托,混合资产基金 - 61% to 80% 股票,SCT-SH-BLFDDD
SHKP MPF Employer Sponsored Scheme,Allianz Choice Stable Growth Fund,SCT,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,493.57,4,0.99070,16.45,5.45,5.08,-15.20,0.56,新地強積金僱主營辦計劃,安聯精選穩定增長基金,渣打信托,混合資產基金 - 41% 至 60% 股票,新地强积金雇主营办计划,"安联精选稳定增长基金
",渣打信托,混合资产基金 - 41% to 60% 股票,SCT-SH-STGWFD
SHKP MPF Employer Sponsored Scheme,Fidelity Balanced Fund,SCT,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"1,607.95",5,0.87924,17.55,7.84,4.65,-19.13,0.55,新地強積金僱主營辦計劃,富達均衡基金,渣打信托,混合資產基金 - 61% 至 80% 股票,新地强积金雇主营办计划,"富达均衡基金
",渣打信托,混合资产基金 - 61% to 80% 股票,SCT-SH-BLFDDD
SHKP MPF Employer Sponsored Scheme,Fidelity Stable Growth Fund,SCT,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,785.41,4,0.88551,13.77,4.95,4.77,-18.60,-0.75,新地強積金僱主營辦計劃,富達穩定增長基金,渣打信托,混合資產基金 - 41% 至 60% 股票,新地强积金雇主营办计划,"富达稳定增长基金
",渣打信托,混合资产基金 - 41% to 60% 股票,SCT-SH-STGWFD
SHKP MPF Employer Sponsored Scheme,Invesco Global Stable Fund,SCT,Mixed Assets Fund - 21% to 40% Equity,2015-03-04,628.21,4,0.83055,12.49,1.98,6.16,-14.01,-2.04,新地強積金僱主營辦計劃,景順環球穩定基金,渣打信托,混合資產基金 - 21% 至 40% 股票,新地强积金雇主营办计划,"景顺环球稳定基金
",渣打信托,混合资产基金 - 21% to 40% 股票,SCT-SH-GLSTFD
SHKP MPF Employer Sponsored Scheme,Invesco MPF Conservative Fund,SCT,Money Market Fund - MPF Conservative Fund,2000-12-01,781.88,1,0.66355,2.36,3.66,3.63,0.47,0.01,新地強積金僱主營辦計劃,景順強積金保守基金,渣打信托,貨幣市場基金 — 強積金保守基金,新地强积金雇主营办计划,"景顺强积金保守基金
",渣打信托,货币市场基金 — 强积金保守基金,SCT-SH-CVFDDD
SHKP MPF Employer Sponsored Scheme,Manulife Career Average Guaranteed Fund - SHKP,SCT,Guaranteed Fund,2000-12-01,567.40,4,2.26698,5.80,2.11,3.08,-11.35,-2.06,新地強積金僱主營辦計劃,宏利在職平均回報保證基金 - 新地,渣打信托,保證基金,新地强积金雇主营办计划,"宏利在职平均回报保证基金 - 新地
",渣打信托,保证基金,SCT-SH-CAGFD
SHKP MPF Employer Sponsored Scheme,Schroder MPF Age 65 Plus Fund,SCT,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,396.18,4,0.60948,5.80,3.55,7.11,-14.31,1.25,新地強積金僱主營辦計劃,施羅德強積金65歲後基金,渣打信托,混合資產基金 - 預設投資策略-65歲後基金,新地强积金雇主营办计划,"施罗德强积金65岁后基金
",渣打信托,混合资产基金 - 预设投资策略-65岁后基金,SCT-SH-A6PFD
SHKP MPF Employer Sponsored Scheme,Schroder MPF Core Accumulation Fund,SCT,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,979.14,4,0.58185,13.49,9.90,13.38,-14.71,9.93,新地強積金僱主營辦計劃,施羅德強積金核心累積基金,渣打信托,混合資產基金 - 預設投資策略-核心累積基金,新地强积金雇主营办计划,"施罗德强积金核心累积基金
",渣打信托,混合资产基金 - 预设投资策略-核心累积基金,SCT-SH-CRACFD
SHKP MPF Employer Sponsored Scheme,SHKP MPF Fund,SCT,Mixed Assets Fund - 41% to 60% Equity,2002-07-02,"1,856.19",5,0.66262,18.18,18.93,13.29,-30.78,-2.57,新地強積金僱主營辦計劃,新地強積金基金,渣打信托,混合資產基金 - 41% 至 60% 股票,新地强积金雇主营办计划,"新地强积金基金
",渣打信托,混合资产基金 - 41% to 60% 股票,SCT-SH-SKFDDD
Sun Life Rainbow MPF Scheme,Sun Life FTSE MPF Hong Kong Index Fund - Class A,Sun Life,Equity Fund - Hong Kong Equity Fund (Index Tracking),2013-12-10,486.33,6,0.92593,36.27,18.95,-12.61,-15.08,-16.53,永明彩虹強積金計劃,永明富時強積金香港指數基金 - A類,永明,股票基金 - 香港股票基金（追蹤指數）,永明彩虹强积金计划,"永明富时强积金香港指数基金
 - A类",永明,股票基金 - 香港股票基金（追踪指数）,SUNL-RL-FHKFDA
Sun Life Rainbow MPF Scheme,Sun Life FTSE MPF Hong Kong Index Fund - Class B,Sun Life,Equity Fund - Hong Kong Equity Fund (Index Tracking),2013-12-10,"3,625.53",6,0.92600,36.27,18.95,-12.61,-15.08,-16.53,永明彩虹強積金計劃,永明富時強積金香港指數基金 - B類,永明,股票基金 - 香港股票基金（追蹤指數）,永明彩虹强积金计划,"永明富时强积金香港指数基金
 - B类",永明,股票基金 - 香港股票基金（追踪指数）,SUNL-RL-FHKFDB
Sun Life Rainbow MPF Scheme,Sun Life MPF Age 65 Plus Fund,Sun Life,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,"3,947.07",4,0.76817,5.72,3.45,7.08,-14.50,1.10,永明彩虹強積金計劃,永明強積金65歲後基金,永明,混合資產基金 - 預設投資策略-65歲後基金,永明彩虹强积金计划,"永明强积金65岁后基金
",永明,混合资产基金 - 预设投资策略-65岁后基金,SUNL-RL-A6PFD
Sun Life Rainbow MPF Scheme,Sun Life MPF Asian Equity Fund - Class A,Sun Life,Equity Fund - Asia Equity Fund,2008-03-01,903.15,5,2.05256,25.57,3.77,1.05,-22.05,-6.97,永明彩虹強積金計劃,永明強積金亞洲股票基金 - A類,永明,股票基金 - 亞洲股票基金,永明彩虹强积金计划,"永明强积金亚洲股票基金
 - A类",永明,股票基金 - 亚洲股票基金,SUNL-RL-ASEQFA
Sun Life Rainbow MPF Scheme,Sun Life MPF Asian Equity Fund - Class B,Sun Life,Equity Fund - Asia Equity Fund,2008-03-01,"6,351.06",5,1.85268,25.82,3.98,1.26,-21.90,-6.78,永明彩虹強積金計劃,永明強積金亞洲股票基金 - B類,永明,股票基金 - 亞洲股票基金,永明彩虹强积金计划,"永明强积金亚洲股票基金
 - B类",永明,股票基金 - 亚洲股票基金,SUNL-RL-ASEQFB
Sun Life Rainbow MPF Scheme,Sun Life MPF Balanced Fund - Class A,Sun Life,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,"1,120.64",4,1.82956,12.31,2.24,4.23,-18.69,0.40,永明彩虹強積金計劃,永明強積金均衡基金 - A類,永明,混合資產基金 - 41% 至 60% 股票,永明彩虹强积金计划,"永明强积金均衡基金
 - A类",永明,混合资产基金 - 41% to 60% 股票,SUNL-RL-BLFDDA
Sun Life Rainbow MPF Scheme,Sun Life MPF Balanced Fund - Class B,Sun Life,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,"6,855.90",4,1.62953,12.54,2.44,4.44,-18.53,0.60,永明彩虹強積金計劃,永明強積金均衡基金 - B類,永明,混合資產基金 - 41% 至 60% 股票,永明彩虹强积金计划,"永明强积金均衡基金
 - B类",永明,混合资产基金 - 41% to 60% 股票,SUNL-RL-BLFDDB
Sun Life Rainbow MPF Scheme,Sun Life MPF Conservative Fund - Class A,Sun Life,Money Market Fund - MPF Conservative Fund,2000-12-01,"2,472.47",1,0.89579,2.11,3.61,3.63,0.32,0.00,永明彩虹強積金計劃,永明強積金保守基金 - A類,永明,貨幣市場基金 — 強積金保守基金,永明彩虹强积金计划,"永明强积金保守基金
 - A类",永明,货币市场基金 — 强积金保守基金,SUNL-RL-CVFDDA
Sun Life Rainbow MPF Scheme,Sun Life MPF Conservative Fund - Class B,Sun Life,Money Market Fund - MPF Conservative Fund,2000-12-01,"22,470.05",1,0.89573,2.11,3.61,3.64,0.38,0.00,永明彩虹強積金計劃,永明強積金保守基金 - B類,永明,貨幣市場基金 — 強積金保守基金,永明彩虹强积金计划,"永明强积金保守基金
 - B类",永明,货币市场基金 — 强积金保守基金,SUNL-RL-CVFDDB
Sun Life Rainbow MPF Scheme,Sun Life MPF Core Accumulation Fund,Sun Life,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"17,896.86",4,0.77042,13.39,9.81,13.28,-14.87,9.72,永明彩虹強積金計劃,永明強積金核心累積基金,永明,混合資產基金 - 預設投資策略-核心累積基金,永明彩虹强积金计划,"永明强积金核心累积基金
",永明,混合资产基金 - 预设投资策略-核心累积基金,SUNL-RL-CRACFD
Sun Life Rainbow MPF Scheme,Sun Life MPF European Equity Fund,Sun Life,Equity Fund - Europe Equity Fund,2023-06-05,"1,222.46",,1.27549,30.63,0.97,,,,永明彩虹強積金計劃,永明強積金歐洲股票基金,永明,股票基金 - 歐洲股票基金,永明彩虹强积金计划,"永明强积金欧洲股票基金
",永明,股票基金 - 欧洲股票基金,SUNL-RL-EUEQFD
Sun Life Rainbow MPF Scheme,Sun Life MPF Global Bond Fund - Class A,Sun Life,Bond Fund - Global Bond Fund,2010-01-01,349.45,4,1.78008,4.86,-3.33,4.83,-13.70,-3.65,永明彩虹強積金計劃,永明強積金環球債券基金 - A類,永明,債券基金 - 環球債券基金,永明彩虹强积金计划,"永明强积金环球债券基金
 - A类",永明,债券基金 - 环球债券基金,SUNL-RL-GLBDFA
Sun Life Rainbow MPF Scheme,Sun Life MPF Global Bond Fund - Class B,Sun Life,Bond Fund - Global Bond Fund,2010-01-01,"2,683.07",4,1.57969,5.07,-3.13,5.04,-13.53,-3.46,永明彩虹強積金計劃,永明強積金環球債券基金 - B類,永明,債券基金 - 環球債券基金,永明彩虹强积金计划,"永明强积金环球债券基金
 - B类",永明,债券基金 - 环球债券基金,SUNL-RL-GLBDFB
Sun Life Rainbow MPF Scheme,Sun Life MPF Global Low Carbon Index Fund,Sun Life,Equity Fund - Global Equity Fund,2023-06-05,"4,453.71",,1.19123,19.92,13.92,,,,永明彩虹強積金計劃,永明強積金環球低碳指數基金,永明,股票基金 - 環球股票基金,永明彩虹强积金计划,"永明强积金环球低碳指数基金
",永明,股票基金 - 环球股票基金,SUNL-RL-GLCFD
Sun Life Rainbow MPF Scheme,Sun Life MPF Greater China Equity Fund - Class A,Sun Life,Equity Fund - Greater China Equity Fund,2008-03-01,"1,285.85",6,2.06982,29.34,12.23,-8.73,-27.83,-8.14,永明彩虹強積金計劃,永明強積金大中華股票基金 - A類,永明,股票基金 - 大中華股票基金,永明彩虹强积金计划,"永明强积金大中华股票基金
 - A类",永明,股票基金 - 大中华股票基金,SUNL-RL-GCEFDA
Sun Life Rainbow MPF Scheme,Sun Life MPF Greater China Equity Fund - Class B,Sun Life,Equity Fund - Greater China Equity Fund,2008-03-01,"7,827.48",6,1.86986,29.60,12.46,-8.55,-27.68,-7.96,永明彩虹強積金計劃,永明強積金大中華股票基金 - B類,永明,股票基金 - 大中華股票基金,永明彩虹强积金计划,"永明强积金大中华股票基金
 - B类",永明,股票基金 - 大中华股票基金,SUNL-RL-GCEFDB
Sun Life Rainbow MPF Scheme,Sun Life MPF Growth Fund - Class A,Sun Life,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"2,042.24",4,1.84965,16.25,4.40,3.97,-20.36,2.39,永明彩虹強積金計劃,永明強積金增長基金 - A類,永明,混合資產基金 - 61% 至 80% 股票,永明彩虹强积金计划,"永明强积金增长基金
 - A类",永明,混合资产基金 - 61% to 80% 股票,SUNL-RL-GWFDDA
Sun Life Rainbow MPF Scheme,Sun Life MPF Growth Fund - Class B,Sun Life,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"12,581.27",4,1.64959,16.49,4.61,4.17,-20.20,2.59,永明彩虹強積金計劃,永明強積金增長基金 - B類,永明,混合資產基金 - 61% 至 80% 股票,永明彩虹强积金计划,"永明强积金增长基金
 - B类",永明,混合资产基金 - 61% to 80% 股票,SUNL-RL-GWFDDB
Sun Life Rainbow MPF Scheme,Sun Life MPF Hong Kong Dollar Bond Fund - Class A,Sun Life,Bond Fund - Hong Kong Dollar Bond Fund,2000-12-01,778.42,3,1.69066,5.45,2.10,5.39,-9.54,-2.01,永明彩虹強積金計劃,永明強積金港元債券基金 - A類,永明,債券基金 - 港元債券基金,永明彩虹强积金计划,"永明强积金港元债券基金
 - A类",永明,债券基金 - 港元债券基金,SUNL-RL-HKDFDA
Sun Life Rainbow MPF Scheme,Sun Life MPF Hong Kong Dollar Bond Fund - Class B,Sun Life,Bond Fund - Hong Kong Dollar Bond Fund,2000-12-01,"4,759.78",3,1.56045,5.45,2.24,5.59,-9.36,-1.81,永明彩虹強積金計劃,永明強積金港元債券基金 - B類,永明,債券基金 - 港元債券基金,永明彩虹强积金计划,"永明强积金港元债券基金
 - B类",永明,债券基金 - 港元债券基金,SUNL-RL-HKDFDB
Sun Life Rainbow MPF Scheme,Sun Life MPF Hong Kong Equity Fund - Class A,Sun Life,Equity Fund - Hong Kong Equity Fund,2000-12-01,"5,060.47",6,1.79143,25.11,10.59,-16.73,-15.31,-10.09,永明彩虹強積金計劃,永明強積金香港股票基金 - A類,永明,股票基金 - 香港股票基金,永明彩虹强积金计划,"永明强积金香港股票基金
 - A类",永明,股票基金 - 香港股票基金,SUNL-RL-HKEFDA
Sun Life Rainbow MPF Scheme,Sun Life MPF Hong Kong Equity Fund - Class B,Sun Life,Equity Fund - Hong Kong Equity Fund,2000-12-01,"30,206.66",6,1.59132,25.36,10.82,-16.57,-15.14,-9.91,永明彩虹強積金計劃,永明強積金香港股票基金 - B類,永明,股票基金 - 香港股票基金,永明彩虹强积金计划,"永明强积金香港股票基金
 - B类",永明,股票基金 - 香港股票基金,SUNL-RL-HKEFDB
Sun Life Rainbow MPF Scheme,Sun Life MPF Income Fund,Sun Life,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2025-02-17,391.62,,,,,,,,永明彩虹強積金計劃,永明強積金收益基金,永明,混合資產基金 - 未分類混合資產基金,永明彩虹强积金计划,"永明强积金收益基金
",永明,混合资产基金 - 未分类混合资产基金,SUNL-RL-ICFDDD
Sun Life Rainbow MPF Scheme,Sun Life MPF Multi-Sector Equity Fund - Class A,Sun Life,Equity Fund - Global Equity Fund,2008-03-01,"2,033.88",5,1.82226,17.93,11.51,18.86,-20.25,18.63,永明彩虹強積金計劃,永明強積金行業股票基金 - A類,永明,股票基金 - 環球股票基金,永明彩虹强积金计划,"永明强积金行业股票基金
 - A类",永明,股票基金 - 环球股票基金,SUNL-RL-MSEFDA
Sun Life Rainbow MPF Scheme,Sun Life MPF Multi-Sector Equity Fund - Class B,Sun Life,Equity Fund - Global Equity Fund,2008-03-01,"16,139.05",5,1.62238,18.17,11.73,19.10,-20.09,18.86,永明彩虹強積金計劃,永明強積金行業股票基金 - B類,永明,股票基金 - 環球股票基金,永明彩虹强积金计划,"永明强积金行业股票基金
 - B类",永明,股票基金 - 环球股票基金,SUNL-RL-MSEFDB
Sun Life Rainbow MPF Scheme,Sun Life MPF RMB and HKD Fund - Class A,Sun Life,Money Market Fund - Other than MPF Conservative Fund,2012-06-30,175.83,3,1.23653,4.54,-0.41,0.31,-3.94,2.23,永明彩虹強積金計劃,永明強積金人民幣及港元基金 - A類,永明,貨幣市場基金 — 不包括強積金保守基金,永明彩虹强积金计划,"永明强积金人民币及港元基金
 - A类",永明,货币市场基金 — 不包括强积金保守基金,SUNL-RL-RMHDFA
Sun Life Rainbow MPF Scheme,Sun Life MPF RMB and HKD Fund - Class B,Sun Life,Money Market Fund - Other than MPF Conservative Fund,2012-06-30,"1,081.55",3,1.18641,4.59,-0.36,0.36,-3.90,2.29,永明彩虹強積金計劃,永明強積金人民幣及港元基金 - B類,永明,貨幣市場基金 — 不包括強積金保守基金,永明彩虹强积金计划,"永明强积金人民币及港元基金
 - B类",永明,货币市场基金 — 不包括强积金保守基金,SUNL-RL-RMHDFB
