scheme,constituent_fund,mpf_trustee,fund_type,launch_date,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,scheme_tc,constituent_fund_tc,mpf_trustee_tc,fund_type_tc,scheme_sc,constituent_fund_sc,mpf_trustee_sc,fund_type_sc,fund_code
BCT (MPF) Industry Choice,BCT (Industry) MPF Conservative Fund,BCT,Money Market Fund - MPF Conservative Fund,2000-12-01,"1,812.76",1,0.97483,2.10,3.33,3.04,0.32,0.00,BCT（強積金）行業計劃,BCT（行業）強積金保守基金,銀聯信託,貨幣市場基金 — 強積金保守基金,BCT（强积金）行业计划,"BCT（行业）强积金保守基金
",银联信托,货币市场基金 — 强积金保守基金,BCT-IC-CVFDDD
BCT (MPF) Industry Choice,BCT (Industry) RMB Bond Fund,BCT,Bond Fund - RMB Bond Fund,2013-03-04,213.89,3,1.27371,5.89,0.96,2.53,-5.45,2.23,BCT（強積金）行業計劃,BCT（行業）人民幣債券基金,銀聯信託,債券基金 - 人民幣債券基金,BCT（强积金）行业计划,"BCT（行业）人民币债券基金
",银联信托,债券基金 - 人民币债券基金,BCT-IC-RMBDFD
BCT (MPF) Pro Choice,BCT (Pro) Age 65 Plus Fund,BCT,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,"1,356.79",4,0.77716,7.10,3.85,8.44,-15.06,0.72,BCT積金之選,BCT65歲後基金,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金,BCT积金之选,"BCT65岁后基金
",银联信托,混合资产基金 - 预设投资策略-65岁后基金,BCT-PC-A6PFD
BCT (MPF) Pro Choice,BCT (Pro) Asian Equity Fund,BCT,Equity Fund - Asia Equity Fund,2004-05-01,"5,857.89",5,1.60674,26.71,9.23,1.09,-22.59,-1.99,BCT積金之選,BCT亞洲股票基金,銀聯信託,股票基金 - 亞洲股票基金,BCT积金之选,"BCT亚洲股票基金
",银联信托,股票基金 - 亚洲股票基金,BCT-PC-ASEQFD
BCT (MPF) Pro Choice,BCT (Pro) Asian Income Retirement Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2022-04-25,545.88,3,1.56887,5.49,0.81,-1.79,,,BCT積金之選,BCT亞洲收益退休基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT亚洲收益退休基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-AIRFD
BCT (MPF) Pro Choice,BCT (Pro) China and Hong Kong Equity Fund,BCT,Equity Fund - Hong Kong Equity Fund,2008-01-01,"9,231.18",6,1.48503,30.82,13.59,-16.04,-20.73,-16.21,BCT積金之選,BCT中國及香港股票基金,銀聯信託,股票基金 - 香港股票基金,BCT积金之选,"BCT中国及香港股票基金
",银联信托,股票基金 - 香港股票基金,BCT-PC-CHKFD
BCT (MPF) Pro Choice,BCT (Pro) Core Accumulation Fund,BCT,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"5,892.36",4,0.77864,15.75,11.06,16.08,-16.51,9.98,BCT積金之選,BCT核心累積基金,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金,BCT积金之选,"BCT核心累积基金
",银联信托,混合资产基金 - 预设投资策略-核心累积基金,BCT-PC-CRACFD
BCT (MPF) Pro Choice,BCT (Pro) E30 Mixed Asset Fund,BCT,Mixed Assets Fund - 21% to 40% Equity,2000-12-01,"2,026.13",4,1.50039,10.80,1.50,5.36,-17.00,-3.35,BCT積金之選,BCT E30 混合資產基金,銀聯信託,混合資產基金 - 21% 至 40% 股票,BCT积金之选,"BCT E30 混合资产基金
",银联信托,混合资产基金 - 21% to 40% 股票,BCT-PC-EMAFD
BCT (MPF) Pro Choice,BCT (Pro) E50 Mixed Asset Fund,BCT,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,"2,812.94",4,1.50375,14.96,4.35,5.62,-17.66,-1.54,BCT積金之選,BCT E50 混合資產基金,銀聯信託,混合資產基金 - 41% 至 60% 股票,BCT积金之选,"BCT E50 混合资产基金
",银联信托,混合资产基金 - 41% to 60% 股票,BCT-PC-EMAFD
BCT (MPF) Pro Choice,BCT (Pro) E70 Mixed Asset Fund,BCT,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"5,369.57",4,1.50659,19.30,7.21,5.88,-18.43,0.30,BCT積金之選,BCT E70 混合資產基金,銀聯信託,混合資產基金 - 61% 至 80% 股票,BCT积金之选,"BCT E70 混合资产基金
",银联信托,混合资产基金 - 61% to 80% 股票,BCT-PC-EMAFD
BCT (MPF) Pro Choice,BCT (Pro) E90 Mixed Asset Fund,BCT,Mixed Assets Fund - 81% to 100% Equity,2008-10-27,"1,118.98",5,1.50875,23.58,9.98,6.18,-19.08,2.32,BCT積金之選,BCT E90 混合資產基金,銀聯信託,混合資產基金 - 81% 至 100% 股票,BCT积金之选,"BCT E90 混合资产基金
",银联信托,混合资产基金 - 81% to 100% 股票,BCT-PC-EMAFD
BCT (MPF) Pro Choice,BCT (Pro) European Equity Fund,BCT,Equity Fund - Europe Equity Fund,2008-01-01,"1,448.90",5,1.56831,24.47,-2.05,18.54,-14.01,15.22,BCT積金之選,BCT歐洲股票基金,銀聯信託,股票基金 - 歐洲股票基金,BCT积金之选,"BCT欧洲股票基金
",银联信托,股票基金 - 欧洲股票基金,BCT-PC-EUEQFD
BCT (MPF) Pro Choice,BCT (Pro) Flexi Mixed Asset Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2005-08-01,"1,601.18",3,1.34922,8.53,3.07,3.52,-7.25,5.61,BCT積金之選,BCT靈活混合資產基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT灵活混合资产基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-FMAFD
BCT (MPF) Pro Choice,BCT (Pro) Global Bond Fund,BCT,Bond Fund - Global Bond Fund,2002-10-01,"1,900.98",4,1.44457,5.36,-2.63,4.95,-15.97,-6.07,BCT積金之選,BCT環球債券基金,銀聯信託,債券基金 - 環球債券基金,BCT积金之选,"BCT环球债券基金
",银联信托,债券基金 - 环球债券基金,BCT-PC-GLBDFD
BCT (MPF) Pro Choice,BCT (Pro) Global Equity Fund,BCT,Equity Fund - Global Equity Fund,2002-10-01,"7,359.70",5,1.48709,19.15,15.21,19.00,-19.49,17.16,BCT積金之選,BCT環球股票基金,銀聯信託,股票基金 - 環球股票基金,BCT积金之选,"BCT环球股票基金
",银联信托,股票基金 - 环球股票基金,BCT-PC-GLEQFD
BCT (MPF) Pro Choice,BCT (Pro) Greater China Equity Fund,BCT,Equity Fund - Greater China Equity Fund,2012-06-28,"2,460.47",6,1.11247,24.14,15.87,-2.55,-21.49,-6.59,BCT積金之選,BCT大中華股票基金,銀聯信託,股票基金 - 大中華股票基金,BCT积金之选,"BCT大中华股票基金
",银联信托,股票基金 - 大中华股票基金,BCT-PC-GCEFD
BCT (MPF) Pro Choice,BCT (Pro) Hang Seng Index Tracking Fund,BCT,Equity Fund - Hong Kong Equity Fund (Index Tracking),2009-10-01,"5,076.85",6,0.82718,30.20,21.83,-11.26,-13.27,-12.58,BCT積金之選,BCT恒指基金,銀聯信託,股票基金 - 香港股票基金（追蹤指數）,BCT积金之选,"BCT恒指基金
",银联信托,股票基金 - 香港股票基金（追踪指数）,BCT-PC-HSIFD
BCT (MPF) Pro Choice,BCT (Pro) Hong Kong Dollar Bond Fund,BCT,Bond Fund - Hong Kong Dollar Bond Fund,2009-10-01,"1,383.73",3,1.06685,5.48,3.02,5.96,-9.07,-1.37,BCT積金之選,BCT港元債券基金,銀聯信託,債券基金 - 港元債券基金,BCT积金之选,"BCT港元债券基金
",银联信托,债券基金 - 港元债券基金,BCT-PC-HKDFD
BCT (MPF) Pro Choice,BCT (Pro) MPF Conservative Fund,BCT,Money Market Fund - MPF Conservative Fund,2000-12-01,"11,229.73",1,0.89678,2.11,3.40,3.18,0.32,0.00,BCT積金之選,BCT強積金保守基金,銀聯信託,貨幣市場基金 — 強積金保守基金,BCT积金之选,"BCT强积金保守基金
",银联信托,货币市场基金 — 强积金保守基金,BCT-PC-CVFDDD
BCT (MPF) Pro Choice,BCT (Pro) RMB Bond Fund,BCT,Bond Fund - RMB Bond Fund,2013-03-04,"1,001.26",3,1.22958,5.90,1.05,2.74,-5.48,2.20,BCT積金之選,BCT人民幣債券基金,銀聯信託,債券基金 - 人民幣債券基金,BCT积金之选,"BCT人民币债券基金
",银联信托,债券基金 - 人民币债券基金,BCT-PC-RMBDFD
BCT (MPF) Pro Choice,BCT (Pro) SaveEasy 2025 Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,785.06,4,1.23829,9.85,4.37,4.33,-19.94,0.97,BCT積金之選,BCT儲蓄易2025 基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT储蓄易2025 基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-SE25FD
BCT (MPF) Pro Choice,BCT (Pro) SaveEasy 2030 Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,845.99,5,1.48814,19.20,9.53,4.43,-20.55,1.11,BCT積金之選,BCT儲蓄易2030 基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT储蓄易2030 基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-SE30FD
BCT (MPF) Pro Choice,BCT (Pro) SaveEasy 2035 Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,908.09,5,1.49038,20.60,10.53,4.32,-20.82,1.28,BCT積金之選,BCT儲蓄易2035 基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT储蓄易2035 基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-SE35FD
BCT (MPF) Pro Choice,BCT (Pro) SaveEasy 2040 Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,"2,068.94",5,1.48462,21.81,10.97,4.37,-20.85,1.29,BCT積金之選,BCT儲蓄易2040 基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT储蓄易2040 基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-SE40FD
BCT (MPF) Pro Choice,BCT (Pro) SaveEasy 2045 Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2021-11-23,151.08,5,1.54241,21.58,10.81,4.45,-19.86,,BCT積金之選,BCT儲蓄易2045 基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT储蓄易2045 基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-SE45FD
BCT (MPF) Pro Choice,BCT (Pro) SaveEasy 2050 Fund,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2021-11-23,267.92,5,1.50881,21.86,10.86,4.23,-19.73,,BCT積金之選,BCT儲蓄易2050 基金,銀聯信託,混合資產基金 - 未分類混合資產基金,BCT积金之选,"BCT储蓄易2050 基金
",银联信托,混合资产基金 - 未分类混合资产基金,BCT-PC-SE50FD
BCT (MPF) Pro Choice,BCT (Pro) U.S. Equity Fund,BCT,Equity Fund - United States Equity Fund,2021-11-23,"4,853.11",5,0.95380,16.17,21.76,25.10,-22.31,,BCT積金之選,BCT美國股票基金,銀聯信託,股票基金 - 美國股票基金,BCT积金之选,"BCT美国股票基金
",银联信托,股票基金 - 美国股票基金,BCT-PC-USEQFD
BCT (MPF) Pro Choice,BCT (Pro) World Equity Fund,BCT,Equity Fund - Global Equity Fund,2012-06-28,"4,106.96",5,1.02840,19.82,14.76,18.26,-17.76,18.00,BCT積金之選,BCT世界股票基金,銀聯信託,股票基金 - 環球股票基金,BCT积金之选,"BCT世界股票基金
",银联信托,股票基金 - 环球股票基金,BCT-PC-WDEQFD
BCT Strategic MPF Scheme,Invesco Age 65 Plus Fund - Unit Class A,BCT,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,792.84,4,0.80013,7.14,3.88,8.53,-15.18,0.69,BCT強積金策略計劃,景順65歲後基金 - 單位類別A,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金,BCT强积金策略计划,"景顺65岁后基金
 - 单位类别A",银联信托,混合资产基金 - 预设投资策略-65岁后基金,BCT-BS-A6PFDA
BCT Strategic MPF Scheme,Invesco Age 65 Plus Fund - Unit Class H,BCT,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,633.30,4,0.79930,7.14,3.88,8.53,-15.18,0.69,BCT強積金策略計劃,景順65歲後基金 - 單位類別H,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金,BCT强积金策略计划,"景顺65岁后基金
 - 单位类别H",银联信托,混合资产基金 - 预设投资策略-65岁后基金,BCT-BS-A6PFDH
BCT Strategic MPF Scheme,Invesco Asian Equity Fund - Unit Class A,BCT,Equity Fund - Asia Equity Fund,2007-09-28,727.27,6,1.31055,25.39,6.30,1.68,-22.78,-8.05,BCT強積金策略計劃,景順亞洲股票基金 - 單位類別A,銀聯信託,股票基金 - 亞洲股票基金,BCT强积金策略计划,"景顺亚洲股票基金
 - 单位类别A",银联信托,股票基金 - 亚洲股票基金,BCT-BS-ASEQFA
BCT Strategic MPF Scheme,Invesco Asian Equity Fund - Unit Class H,BCT,Equity Fund - Asia Equity Fund,2007-10-03,953.46,6,1.18727,25.53,6.42,1.80,-22.69,-7.94,BCT強積金策略計劃,景順亞洲股票基金 - 單位類別H,銀聯信託,股票基金 - 亞洲股票基金,BCT强积金策略计划,"景顺亚洲股票基金
 - 单位类别H",银联信托,股票基金 - 亚洲股票基金,BCT-BS-ASEQFH
BCT Strategic MPF Scheme,Invesco Balanced Fund - Unit Class A,BCT,Mixed Assets Fund - 61% to 80% Equity,2001-01-29,"1,543.29",5,1.28760,20.03,5.50,5.54,-16.36,-0.52,BCT強積金策略計劃,景順均衡基金 - 單位類別A,銀聯信託,混合資產基金 - 61% 至 80% 股票,BCT强积金策略计划,"景顺均衡基金
 - 单位类别A",银联信托,混合资产基金 - 61% to 80% 股票,BCT-BS-BLFDDA
BCT Strategic MPF Scheme,Invesco Balanced Fund - Unit Class H,BCT,Mixed Assets Fund - 61% to 80% Equity,2001-02-12,"1,347.36",5,1.16432,20.17,5.62,5.66,-16.26,-0.39,BCT強積金策略計劃,景順均衡基金 - 單位類別H,銀聯信託,混合資產基金 - 61% 至 80% 股票,BCT强积金策略计划,"景顺均衡基金
 - 单位类别H",银联信托,混合资产基金 - 61% to 80% 股票,BCT-BS-BLFDDH
BCT Strategic MPF Scheme,Invesco Capital Stable Fund - Unit Class A,BCT,Mixed Assets Fund - 21% to 40% Equity,2001-01-29,901.88,4,1.27011,12.08,1.50,5.72,-14.44,-2.49,BCT強積金策略計劃,景順資本穩定基金 - 單位類別A,銀聯信託,混合資產基金 - 21% 至 40% 股票,BCT强积金策略计划,"景顺资本稳定基金
 - 单位类别A",银联信托,混合资产基金 - 21% to 40% 股票,BCT-BS-KPSTFA
BCT Strategic MPF Scheme,Invesco Capital Stable Fund - Unit Class H,BCT,Mixed Assets Fund - 21% to 40% Equity,2001-02-12,662.53,4,1.14744,12.22,1.62,5.84,-14.34,-2.37,BCT強積金策略計劃,景順資本穩定基金 - 單位類別H,銀聯信託,混合資產基金 - 21% 至 40% 股票,BCT强积金策略计划,"景顺资本稳定基金
 - 单位类别H",银联信托,混合资产基金 - 21% to 40% 股票,BCT-BS-KPSTFH
BCT Strategic MPF Scheme,Invesco Core Accumulation Fund - Unit Class A,BCT,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"1,148.08",4,0.80026,15.80,11.13,16.16,-16.61,10.05,BCT強積金策略計劃,景順核心累積基金 - 單位類別A,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金,BCT强积金策略计划,"景顺核心累积基金
 - 单位类别A",银联信托,混合资产基金 - 预设投资策略-核心累积基金,BCT-BS-CRACFA
BCT Strategic MPF Scheme,Invesco Core Accumulation Fund - Unit Class H,BCT,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,909.61,4,0.79675,15.80,11.13,16.16,-16.61,10.05,BCT強積金策略計劃,景順核心累積基金 - 單位類別H,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金,BCT强积金策略计划,景顺核心累积基金 - 单位类别H,银联信托,混合资产基金 - 预设投资策略-核心累积基金,BCT-BS-CRACFH
BCT Strategic MPF Scheme,Invesco Global Bond Fund - Unit Class A,BCT,Bond Fund - Global Bond Fund,2003-03-05,502.99,4,1.25052,5.97,-1.54,5.86,-12.99,-4.10,BCT強積金策略計劃,景順環球債券基金 - 單位類別A,銀聯信託,債券基金 - 環球債券基金,BCT强积金策略计划,"景顺环球债券基金
 - 单位类别A",银联信托,债券基金 - 环球债券基金,BCT-BS-GLBDFA
BCT Strategic MPF Scheme,Invesco Global Bond Fund - Unit Class H,BCT,Bond Fund - Global Bond Fund,2003-03-05,569.52,4,1.12773,6.09,-1.42,5.98,-12.89,-3.99,BCT強積金策略計劃,景順環球債券基金 - 單位類別H,銀聯信託,債券基金 - 環球債券基金,BCT强积金策略计划,"景顺环球债券基金
 - 单位类别H",银联信托,债券基金 - 环球债券基金,BCT-BS-GLBDFH
BCT Strategic MPF Scheme,Invesco Global Index Tracking Fund - Unit Class A,BCT,Equity Fund - Global Equity Fund,2023-06-09,98.76,,1.15221,18.67,15.89,,,,BCT強積金策略計劃,景順環球追蹤指數基金 - 單位類別A,銀聯信託,股票基金 - 環球股票基金,BCT强积金策略计划,"景顺环球追踪指数基金
 - 单位类别A",银联信托,股票基金 - 环球股票基金,BCT-BS-GITFDA
BCT Strategic MPF Scheme,Invesco Global Index Tracking Fund - Unit Class H,BCT,Equity Fund - Global Equity Fund,2023-06-09,159.49,,1.14993,18.67,15.89,,,,BCT強積金策略計劃,景順環球追蹤指數基金 - 單位類別H,銀聯信託,股票基金 - 環球股票基金,BCT强积金策略计划,"景顺环球追踪指数基金
 - 单位类别H",银联信托,股票基金 - 环球股票基金,BCT-BS-GITFDH
BCT Strategic MPF Scheme,Invesco Growth Fund - Unit Class A,BCT,Equity Fund - Global Equity Fund,2000-12-28,"2,956.26",5,1.29723,24.91,7.94,5.63,-17.78,0.94,BCT強積金策略計劃,景順增長基金 - 單位類別A,銀聯信託,股票基金 - 環球股票基金,BCT强积金策略计划,"景顺增长基金
 - 单位类别A",银联信托,股票基金 - 环球股票基金,BCT-BS-GWFDDA
BCT Strategic MPF Scheme,Invesco Growth Fund - Unit Class H,BCT,Equity Fund - Global Equity Fund,2001-02-12,"2,899.96",5,1.17397,25.05,8.06,5.75,-17.68,1.06,BCT強積金策略計劃,景順增長基金 - 單位類別H,銀聯信託,股票基金 - 環球股票基金,BCT强积金策略计划,"景顺增长基金
 - 单位类别H",银联信托,股票基金 - 环球股票基金,BCT-BS-GWFDDH
BCT Strategic MPF Scheme,Invesco Hang Seng Index Tracking Fund - Unit Class A,BCT,Equity Fund - Hong Kong Equity Fund (Index Tracking),2014-07-31,427.69,7,0.79266,30.34,21.79,-11.14,-13.17,-12.84,BCT強積金策略計劃,景順恒指基金 - 單位類別A,銀聯信託,股票基金 - 香港股票基金（追蹤指數）,BCT强积金策略计划,景顺恒指基金 - 单位类别A,银联信托,股票基金 - 香港股票基金（追踪指数）,BCT-BS-HSIFDA
BCT Strategic MPF Scheme,Invesco Hang Seng Index Tracking Fund - Unit Class H,BCT,Equity Fund - Hong Kong Equity Fund (Index Tracking),2014-07-31,491.96,7,0.75084,30.40,21.84,-11.10,-13.14,-12.81,BCT強積金策略計劃,景順恒指基金 - 單位類別H,銀聯信託,股票基金 - 香港股票基金（追蹤指數）,BCT强积金策略计划,景顺恒指基金 - 单位类别H,银联信托,股票基金 - 香港股票基金（追踪指数）,BCT-BS-HSIFDH
BCT Strategic MPF Scheme,Invesco Hong Kong and China Equity Fund - Unit Class A,BCT,Equity Fund - Hong Kong Equity Fund,2003-03-05,"1,635.99",7,1.24992,30.82,12.50,-19.97,-19.68,-18.64,BCT強積金策略計劃,景順中港股票基金 - 單位類別A,銀聯信託,股票基金 - 香港股票基金,BCT强积金策略计划,"景顺中港股票基金
 - 单位类别A",银联信托,股票基金 - 香港股票基金,BCT-BS-HKCFDA
BCT Strategic MPF Scheme,Invesco Hong Kong and China Equity Fund - Unit Class H,BCT,Equity Fund - Hong Kong Equity Fund,2003-03-03,"2,063.31",7,1.12778,30.98,12.64,-19.88,-19.58,-18.54,BCT強積金策略計劃,景順中港股票基金 - 單位類別H,銀聯信託,股票基金 - 香港股票基金,BCT强积金策略计划,"景顺中港股票基金
 - 单位类别H",银联信托,股票基金 - 香港股票基金,BCT-BS-HKCFDH
BCT Strategic MPF Scheme,Invesco MPF Conservative Fund - Unit Class A,BCT,Money Market Fund - MPF Conservative Fund,2001-01-29,"1,438.19",1,0.68966,2.30,3.61,3.57,0.42,0.00,BCT強積金策略計劃,景順強積金保守基金 - 單位類別A,銀聯信託,貨幣市場基金 — 強積金保守基金,BCT强积金策略计划,"景顺强积金保守基金
 - 单位类别A",银联信托,货币市场基金 — 强积金保守基金,BCT-BS-CVFDDA
BCT Strategic MPF Scheme,Invesco MPF Conservative Fund - Unit Class H,BCT,Money Market Fund - MPF Conservative Fund,2001-02-12,"1,502.16",1,0.68831,2.30,3.61,3.57,0.42,0.00,BCT強積金策略計劃,景順強積金保守基金 - 單位類別H,銀聯信託,貨幣市場基金 — 強積金保守基金,BCT强积金策略计划,"景顺强积金保守基金
 - 单位类别H",银联信托,货币市场基金 — 强积金保守基金,BCT-BS-CVFDDH
BCT Strategic MPF Scheme,Invesco RMB Bond Fund - Unit Class A,BCT,Bond Fund - RMB Bond Fund,2013-03-05,171.43,3,1.24665,5.94,1.00,2.55,-5.45,2.21,BCT強積金策略計劃,景順人民幣債券基金 - 單位類別A,銀聯信託,債券基金 - 人民幣債券基金,BCT强积金策略计划,"景顺人民币债券基金
 - 单位类别A",银联信托,债券基金 - 人民币债券基金,BCT-BS-RMBDFA
BCT Strategic MPF Scheme,Invesco RMB Bond Fund - Unit Class H,BCT,Bond Fund - RMB Bond Fund,2013-03-06,248.62,3,1.12379,6.06,1.13,2.67,-5.33,2.34,BCT強積金策略計劃,景順人民幣債券基金 - 單位類別H,銀聯信託,債券基金 - 人民幣債券基金,BCT强积金策略计划,"景顺人民币债券基金
 - 单位类别H",银联信托,债券基金 - 人民币债券基金,BCT-BS-RMBDFH
